popularity,acousticness,danceability,duration_ms,energy,instrumentalness,liveness,loudness,speechiness,tempo,valence,genre
39,,,209160,,0.0186,0.121,-7.637,0.0327,65.145,,Alternative
25,0.99,0.296,263240,0.234,0.885,0.0781,-19.277,0.043,129.471,0.294,Anime
38,,,256440,,2.48E-06,0.146,-12.994,0.0756,169.831,,Country
65,,0.444,145640,,6.59E-06,0.297,-3.724,0.104,125.896,0.411,Rock
62,0.000326,0.499,205440,0.958,2.19E-06,0.432,-5.417,0.0898,127.491,0.359,Rock
65,0.273,0.535,184500,0.524,0,0.08,-6.225,0.192,80.538,0.891,Rap
45,0.00126,0.83,180510,0.868,0.11,0.124,-4.223,0.159,149.95,0.702,Electronic
28,0.595,0.163,162027,0.44,0.909,0.142,-9.873,0.0436,154.357,0.126,Anime
62,,0.623,162293,,0.0617,0.261,-3.548,0.151,134.975,0.271,Rock
40,,0.699,216533,,0,0.274,-4.983,0.0306,131.99,0.806,Country
53,0.745,0.697,145427,0.676,0.000511,0.263,-5.273,0.0436,120.4064967,0.705,Rock
56,0.0434,0.8,139279,0.672,0,0.141,-7.925,0.32,76.023,0.871,Rap
56,0.0984,,197320,0.671,0,0.0844,-6.953,0.0351,120.4064967,,Rock
62,0.027,0.521,192333,0.901,0.0651,0.108,-5.518,0.067,131.182,0.817,Rock
51,0.151,0.766,291800,0.681,8.68E-05,0.266,-6.919,0.0565,141.94,0.853,Rock
57,,0.405,245040,,9.07E-05,0.104,-13.901,0.0395,61.34,0.383,Rock
21,0.122,0.866,295867,0.637,0,0.0727,-6.563,0.0291,95.509,0.9,Blues
54,0.987,0.281,173400,0.369,0.964,0.274,-16.022,0.036,76.155,0.211,Rock
,,0.45,,,,0.0944,-13.692,0.0337,179.937,0.0839,Rock
66,0.00187,0.552,299733,0.645,1.38E-06,0.0424,-6.595,0.0268,89.518,0.588,Rock
68,0.182,0.661,266333,0.818,0.000995,0.0527,-5.9,0.0291,147.544,0.79,Rock
54,0.0471,0.798,190918,0.721,0,0.0626,-4.964,0.0927,104.943,0.41,Rap
60,4.85E-05,0.518,189787,0.718,0.244,0.25,-4.355,0.0343,127.593,0.531,Rock
68,,0.717,205000,,8.94E-05,0.19,-3.677,0.0303,105.017,0.942,Rock
62,0.354,,-1,0.775,0,0.144,-6.613,0.0433,106.013,,Rock
19,0.105,0.511,148067,0.352,0.788,0.217,-13.681,0.0352,84.439,0.204,Anime
53,,0.44,221459,,0.000543,0.13,-6.422,0.0376,162.095,0.337,Rock
55,0.000197,0.656,345284,0.864,0.107,0.281,-7.895,0.0414,93.197,0.617,Rock
37,0.904,0.547,374093,0.116,0.848,0.107,-21.946,0.0354,105.115,0.344,Jazz
28,0.0298,0.489,241680,0.746,0.21,0.0997,-7.073,0.0431,166.597,0.866,Blues
41,,0.729,-1,,0.00032,0.34,-10.212,0.0297,120.296,0.882,Country
29,0.0684,0.437,226560,0.722,0.848,0.133,-8.987,0.0457,139.077,0.192,Blues
66,0.175,0.316,237026,0.86,4.92E-05,0.902,-5.038,0.0661,100.888,0.195,Rock
62,0.006,,,0.797,,0.392,-5.244,0.0333,129.964,,Rock
54,0.0489,0.332,214106,0.731,0.00347,0.178,-4.565,0.0446,90.028,0.636,Rock
45,0.0464,0.708,309227,0.745,0.873,0.365,-6.961,0.0424,122.016,0.161,Jazz
80,0.00293,0.442,181533,0.943,8.71E-06,0.091,-3.205,0.0602,85.064,0.781,Rock
47,0.0974,,215240,0.88,0,0.341,-5.098,0.0379,76.007,,Country
53,,0.574,182267,,9.39E-05,0.323,-8.543,0.0292,134.083,0.67,Rock
54,,0.488,352280,,0.0157,0.119,-12.02,0.0328,106.063,0.323,Rock
54,0.0448,,274253,0.527,2.65E-06,0.101,-9.501,0.0263,113.881,,Rock
54,0.173,0.811,250909,0.472,0.407,0.0969,-13.446,0.0429,131.983,0.822,Rock
,0.54,0.862,,0.412,,0.0611,-4.877,0.0453,99.964,0.614,Blues
63,0.0915,0.546,205333,0.786,8.67E-05,0.168,-5.06,0.0401,126.003,0.679,Rock
69,0.0416,0.341,255600,0.674,5.47E-06,0.345,-7.643,0.0492,88.933,0.452,Rock
53,,0.107,345373,,0.934,0.0812,-16.15,0.0337,77.787,0.0364,Rock
30,0.832,0.184,329133,0.0917,0.94,0.112,-17.91,0.0407,127.207,0.0331,Jazz
55,0.121,0.625,218867,0.826,0,0.158,-5.037,0.0325,99.919,0.699,Rock
,0.279,0.516,,0.738,,,-7.21,0.415,,0.595,Rap
49,0.269,,298600,0.895,4.17E-06,0.4,-3.258,0.335,167.974,,Hip-Hop
55,,,151093,,2.04E-05,0.0746,-12.617,0.0303,129.175,,
57,0.0993,0.439,258160,0.591,0.00225,0.0718,-6.407,0.0419,125.893,0.397,Rock
53,,0.45,415600,,0.000284,0.0405,-14.218,0.0327,118.782,0.366,Rock
46,,,164666,,2.87E-05,0.0619,-12.848,0.0325,120.4064967,,Blues
70,0.272,0.47,-1,0.809,0.00671,0.0491,-6.74,0.0495,151.836,0.49,Rock
53,0.000252,0.276,266027,0.883,0.462,0.0973,-5.625,0.0446,164.052,0.164,Rock
61,0.608,0.673,117013,0.349,0,0.38,-12.414,0.0368,124.451,0.609,Rock
49,0.0121,0.3,181333,0.965,0.000742,0.687,-6.724,0.0429,178.963,0.793,Country
52,,0.397,224027,,0.118,0.109,-11.766,0.0358,117.971,0.343,Rock
0,0.986,0.343,259040,0.0153,0.908,0.181,-30.433,0.0453,169.22,0.102,Classical
54,0.655,0.699,252067,0.197,0,0.0716,-14.792,0.0383,122.871,0.361,Rock
79,,0.623,191360,,0,0.135,-8.699,0.0354,130.032,0.721,Rock
52,0.152,0.715,130342,0.684,0,0.473,-8.138,0.549,89.963,0.767,Hip-Hop
53,0.00824,0.502,211809,0.758,0,0.102,-5.035,0.0718,149.738,0.423,Rock
66,0.444,0.579,245640,0.605,0.000645,0.11,-6.686,0.0328,121.793,0.74,Rock
59,,0.597,182653,,0.00191,0.501,-4.727,0.11,87.479,0.866,Rock
61,0.000484,0.348,187907,0.893,6.36E-05,0.281,-4.589,,148.043,0.392,Rock
38,0.0332,0.608,218624,0.938,0,0.31,-2.681,0.287,134.198,0.436,Electronic
63,,0.691,198907,,0.000684,0.119,-10.843,0.0392,135.954,0.613,Rock
34,,0.519,408920,,0.00787,0.337,-6.85,0.0305,125.844,0.152,Blues
